skill_id,skill_title,skill_source,duplicated,dup_parent,dup_parent_id,time_added
45da08bbc3f9e6bdd2ab7de72b96cff21ba1556bd6550144ea059b5e12acc6c5,electrical maintenance management,SFw TSC,0,NA,NA,3/8/2022 14:43
45e7c25957152bc0e1e9b2126b2811ad00841d8a51b54832a00c48842d2bad7c,transport management system administration,SFw TSC,0,NA,NA,3/8/2022 14:43
45fb8b4d67311a0905e8bcffe1f5a72eb4e62bcab4cc183d9b74609ae8ad968e,Rollup,Apps and Tools,0,NA,NA,3/8/2022 14:43
463f916a025498974c52b71d7329bd3261d7d5b68661818eb759d27689ec0375,engagement execution,SFw TSC,0,NA,NA,3/8/2022 14:43
46621e84f68449c6e68788cb4d78d8118cf2511999dc3136f9542ddf21fc2861,Aconex,Apps and Tools,0,NA,NA,3/8/2022 14:43
469fb5bf273030b7e391dd79fb81814480760ab5c6db1d054201464c44476030,workplace safety and health for steel fitting,SFw TSC,0,NA,NA,3/8/2022 14:43
46ab93e26a005f56b8b94c95b0897d6650d75415bc58c166a08c2bd14e7f41d7,G-Code,Apps and Tools,0,NA,NA,3/8/2022 14:43
46ba878b4291be84db95f18a50bcfddc2ceb66d557cb486f41060c4571165c55,eViews,Apps and Tools,0,NA,NA,3/8/2022 14:43
46c199025494354c5a3b7daec130685593e3dfe9f2f53949acedbf03c614b783,Cloudera Data Platform (Cdp),Apps and Tools,0,NA,NA,3/8/2022 14:43
46c4bd55736ddd13185cf8555b6ee3e5da707bb8f2c1977b19b81bde4fe585aa,account management,SFw TSC,0,NA,NA,3/8/2022 14:43
47099cf2158b791508b7da5685e74d0a90129b42e8755cca294ef27618ebb514,transaction due diligence,SFw TSC,0,NA,NA,3/8/2022 14:43
471b40f87e6ed8aaca7ec793081a0be4db089dd7c51f7a48d222798332a35850,transaction documentation for prospectus development,SFw TSC,0,NA,NA,3/8/2022 14:43
4732c3eb8591636cd27ae907972e0ed9192071947552d633ba2e2af083a26033,town gas production management,SFw TSC,0,NA,NA,3/8/2022 14:43
4751246478da8dee6a574740f2ffa232e4e21e24a5ada05c035894991c50f299,programme planning,SFw TSC,0,NA,NA,3/8/2022 14:43
4762f8faa51d9653745068a1d24d3201e5f30c73685e66f97981743d85eafe6c,scheduling and slot coordination,SFw TSC,0,NA,NA,3/8/2022 14:43
4778eea60875e941723a6ba790e3333186adeedf6b3d9c50bbee7051722e77f1,sales and business development,SFw TSC,0,NA,NA,3/8/2022 14:43
479691faecb51f775e6261556347ace06f74e41ba53f0f439e55b888769dd3a7,learning strategy development,SFw TSC,1,learning and development strategy,151b920a1a17b154de1d2306e9b60f10b0f91b2fcf25184f6679557e868ac22f,3/8/2022 14:43
47aa3a4870df7c8f637fcf05f83303b3263a1983db0f6a3578333fe12c81a2e5,"trade processing, fund settlement and treasury transaction processing",SFw TSC,0,NA,NA,3/8/2022 14:43
47ac95fd8f8738cd3c763ae43ae0791bb3a815b16464bd2ad6eb5c8a3bcde550,risk management,SFw TSC,0,NA,NA,3/8/2022 14:43
47ba801ce856fd3cf4f6115c74478aa023278d725438e762485887a9f80e9db3,TCL (Programming Language),Apps and Tools,0,NA,NA,3/8/2022 14:43
47bdf7819b28e15423dbe3ab2c1b43130742cf901d7446fdb4b8b7e7f64ff23b,business negotiation,SFw TSC,0,NA,NA,3/8/2022 14:43
47d6d9c61ff752c0ead219f850ad7e92c5f95fb6b413bcae5c75a8c8dcc6374c,project feasibility,SFw TSC,1,project feasibility assessment,56ee2681e2236fb9403c293ce0df9a271b36a0f57773201c3ea31939fbd987dc,3/8/2022 14:43
480c14d55c2e7f1cec4b7bea72575fe7bb2406c426244f90c1c1d68a0c87bb7f,data sharing,SFw TSC,0,NA,NA,3/8/2022 14:43
48197d12d9d93bd8b8d41466b9d787bc8edd1e617def92c4b0f538580950bb78,"environmental management system policies, standards, procedures and practices management",SFw TSC,0,NA,NA,3/8/2022 14:43
481a4b0da07a61f3609df8031325b449fd7acad51dab15eb38503c59bcac51aa,food safety analysis,SFw TSC,0,NA,NA,3/8/2022 14:43
481e93bfe1aa69c61d55282469079d752504a6b6286ce908dd15d122c613b4e4,MATHCAD,Apps and Tools,0,NA,NA,3/8/2022 14:43
48335f126997a78d5af681dceb4fd65883d6fb483f18e48eb7228240a9c512c3,logistics solutions marketing,SFw TSC,0,NA,NA,3/8/2022 14:43
48606ab16f750f14b94d41b2796b0cd9b04b1b1380ba0f7a03ed265c5908968e,chinese dry-heat dish preparation and cooking,SFw TSC,0,NA,NA,3/8/2022 14:43
486e93dd03b6c591cdc64cea2c60dc550126e2d0cfee5f4a4671cdbf2e9376ab,workplace safety and health for forklift operations,SFw TSC,0,NA,NA,3/8/2022 14:43
48714bdee494e2a7e8b20019718dbd77ff6c06e766ccebe29357189a163f0abf,concept creation,SFw TSC,0,NA,NA,3/8/2022 14:43
4872de98f0c99a0476aaac82afdee78b7e88b9200d0cb129e40a5f1a6d45469c,Xpath,Apps and Tools,0,NA,NA,3/8/2022 14:43
48d010d8ef5dd33e6d35367f72397d7caecd8c0ad9b2d23215b07a6f2b52a275,inventory control and equipment maintenance in rehabilitation care,SFw TSC,0,NA,NA,3/8/2022 14:43
48f6646aa215e1733897cfdc088f22094216cb8ff112faa81f9678cf41d06bea,malay moist-heat dish preparation and cooking,SFw TSC,0,NA,NA,3/8/2022 14:43
490414ac86e4c55e14cef6327f283f8cfd68dfb38e5c849214e32115e1170808,Bitbucket,Apps and Tools,0,NA,NA,3/8/2022 14:43
491466d2e08c76b932432a95e2310adb7321809d6bfe5b47cb5053fa994e911b,talent casting,SFw TSC,0,NA,NA,3/8/2022 14:43
49160509356ccb2bff8dd069d616e7a19832f82bbba8d3cd55bcd256fe7f5e0b,Modo (Modelling Software),Apps and Tools,0,NA,NA,3/8/2022 14:43
495b42868e27caa13df6d69dcf69812036ca67ce8c122b47718a12c07d0fe261,Twig (PHP),Apps and Tools,0,NA,NA,3/8/2022 14:43
4994693453c17fbc69b1c5052e12d283136698ed77403ed46951481b62f8cba3,centre innovation and change adoption,SFw TSC,0,NA,NA,3/8/2022 14:43
499831574f850f39d44c47595154b2b0d07f2c5ee01ad6ce68f7e9e1e520d5a1,fleet procurement,SFw TSC,0,NA,NA,3/8/2022 14:43
499d30025c75416291bb78362c0e6c45b352faec6c019e60ec36f761d3355461,intellectual property (ip) management,SFw TSC,1,intellectual property management,743116d650a0400e5231a77a271ffd39044c790cd553739792a5b32c68da0c19,3/8/2022 14:43
49cba26a35a4a8d063ac6c7cf562a3026bf7cb4fe3c5e3693b87fc36b7e8130f,health and fatigue risk management,SFw TSC,0,NA,NA,3/8/2022 14:43
49d2221cd4f72737d8715d1d942f9213b14ba26728ccf3fb4c45665e79aaa6b4,SAP Netweaver,Apps and Tools,0,NA,NA,3/8/2022 14:43
49ec65317916d0e4a997d2d65b82fb800fd80bacb98a973ad92cbfcc7de56167,alarm system management,SFw TSC,0,NA,NA,3/8/2022 14:43
4a039b66bcf70490b6c09783b788fa71a8a99536c5d36c25fe321b1efd5d65ff,accreditation structure management,SFw TSC,0,NA,NA,3/8/2022 14:43
4a077836de5704304b3bf66245f31c6fc1c313f9b9fe0c08bae72aad5081cb8f,Sage Intacct,Apps and Tools,0,NA,NA,3/8/2022 14:43
4a20c82f04332861968e2f25410172cc653c2c2120a11ff5d041cb72cfe79ed4,evidence management,SFw TSC,0,NA,NA,3/8/2022 14:43
4a2e4e28414325de8f7bc31d3db34333dd83c7392200b0dc8910040b14909483,skin exposure risk management,SFw TSC,0,NA,NA,3/8/2022 14:43
4a5efffd88ecf2ea8d7be3870346c310a3fbc7fe36c57b07524fe253c5afd330,Apache Struts,Apps and Tools,0,NA,NA,3/8/2022 14:43
4a8952489839f62bb92007d3d7db9200527ceca810cdd3ca6a4f3edd6b58e605,packaging testing,SFw TSC,0,NA,NA,3/8/2022 14:43
4aa3ee6ff8f090cc5df2062331ab7b87949634f4cdd9c111c66cba9331e9d6b1,security programme management,SFw TSC,0,NA,NA,3/8/2022 14:43
4ad2c044cc7b7ec1902f4d114726ab8418c6c239f7960b6152363456a44efc58,airport safeguarding and security,SFw TSC,0,NA,NA,3/8/2022 14:43
4b02e0c6135a5924521217d4b679493c2a717aa57fcb56760d51f7b2aea7abda,Puppet,Apps and Tools,0,NA,NA,3/8/2022 14:43
4b124ae2389d89a9463e45bb0cd0c55c383d7b18a879db5f0cf1149e806fe6f4,events planning and management,SFw TSC,0,NA,NA,3/8/2022 14:43
4b905f7603ede0339c3068dbb2752dde9ee176c2a2dcd71de7f47d19969cda6d,ArcSDE,Apps and Tools,0,NA,NA,3/8/2022 14:43
4b94a39d4adb5c3306ff432a435bd75d4409b2742aae5c9e6d49748ff27a87d4,solar photovoltaic energy assessment,SFw TSC,0,NA,NA,3/8/2022 14:43
4bf08c0d8ca7c4a02492f859c524107e81fd58422087dbce9c1f0ba4093df453,accounting and tax systems,SFw TSC,0,NA,NA,3/8/2022 14:43
4bf53e26e41215658e119f5ccb52c1cfca1a77c511df6547752502acd1eb7f84,Factiva,Apps and Tools,0,NA,NA,3/8/2022 14:43
4bff267d2d4f5bc8008356f3d0adce8912cf5f3de757a31562a5023b021f4d91,electricity network operations management,SFw TSC,0,NA,NA,3/8/2022 14:43
4c2a7ff4a7232a11aac179a1b40321e5d46754a89377db18375d82b45271b7ac,hull inspections,SFw TSC,0,NA,NA,3/8/2022 14:43
4c2bd191cf9d85fd4ebbfbd2c35c9b7396e56e89604d84ad91de1c422a67af9f,"workplace safety and health management in chemical, process, pharmaceutical industries and laboratories",SFw TSC,0,NA,NA,3/8/2022 14:43
4c6f9dd857c44fd650487dfaeb9afb78a049c9cdabeeafaae5ad788a942717e0,solutions design thinking,SFw TSC,0,NA,NA,3/8/2022 14:43
4c70b22ee6c5e2ff69d0fca65d048119959dacfe07ce593af92d6f29aa5357ef,Autodesk Inventor,Apps and Tools,0,NA,NA,3/8/2022 14:43
4c76e40a6497699e9a09d1de3145d0060ee47785d2ce271ad22dfc90b4c5cc2a,underwriting process,SFw TSC,0,NA,NA,3/8/2022 14:43
4c92e2ce9dd28f3eb5dc8b2532eb5c6e489b77dfcfbd2a351eab6a72dbc1700c,international trade legislation for business,SFw TSC,0,NA,NA,3/8/2022 14:43
4cee9fe0901abd3a4544658962ba8c63ad5e1aad83079ebeb2311b14a284dd7f,workplace safety and health hazard identification and risk control management,SFw TSC,0,NA,NA,3/8/2022 14:43
4cef8ac27652dc1f1d9d7b1d0391c08c66bf39025368c4aa5ebec0e18c69506e,transactional accounting,SFw TSC,0,NA,NA,3/8/2022 14:43
4cef8fea9158d905d1252cba21426769b94e6846293aa7ea084c3124890bce92,Ionic (Mobile App Framework),Apps and Tools,0,NA,NA,3/8/2022 14:43
4d09050e72d7cd1d494fc1604aec9ee7e47124a657a0bf10f04c8b58abfee529,wildlife hazard management,SFw TSC,0,NA,NA,3/8/2022 14:43
4d09264a5878d69746e6712c2bc326f4e9e45d579233f85abd9525eaa802dfce,QEMU,Apps and Tools,0,NA,NA,3/8/2022 14:43
4d5ce2bfef83506dd92f74f9f91724d55b2a11cf5096ec350744a53c43139f59,ship security,SFw TSC,0,NA,NA,3/8/2022 14:43
4d5f733d3c19fdbab3c2b148ecd484114856a625cbc4dd418d06fe821fad220f,market demand and feedstock management,SFw TSC,0,NA,NA,3/8/2022 14:43
4d607d21bd7b22d4797555a8e8509c625f6085b336c1ac8cc6e767498e408ace,computational design,SFw TSC,0,NA,NA,3/8/2022 14:43
4d641d987b3f0f3bfe04fd27e8003c790e8316e58d41f9272220dd778e72e68c,cabin preparation,SFw TSC,0,NA,NA,3/8/2022 14:43
4d83ab4376d3c37468643ef5c29920fd8b396283cd00fdc926efd7253d2f3e07,new product introduction for food,SFw TSC,0,NA,NA,3/8/2022 14:43
4d8bd97f03109ac1ffd4f20894ed216d86476ec97220a3ae5a8a5b3078892139,Datadog,Apps and Tools,0,NA,NA,3/8/2022 14:43
4d991e973ef652ff3485c3172c55c6859c24e21e2fdd54d60c7d4d3fc3014ed0,perform industrial audiometric screening,SFw TSC,0,NA,NA,3/8/2022 14:43
4dae64164cf1bcc46f80ac33767167362931ca0aa5215134134e05b1768e973b,data governance,SFw TSC,0,NA,NA,3/8/2022 14:43
4dae771f587defb8d4eeb19af215019e0c37bee0ca9cf0150b12682c7b855561,defect density monitoring,SFw TSC,0,NA,NA,3/8/2022 14:43
4dba5aba09f0db31721416c58dd57e4b195454faff9850c891daa46b24fbad1c,scaffolding,SFw TSC,0,NA,NA,3/8/2022 14:43
4dbb6f0feddc8a0ca47891f20e14a13be789ef8b5572f0cc63ffa0642736bc94,embedded systems interface design,SFw TSC,0,NA,NA,3/8/2022 14:43
4dc291ad2a05eb712070be663cfc47b0f2ad94cb19f665c647e5fcb7c715877c,ABAQUS,Apps and Tools,0,NA,NA,3/8/2022 14:43
4dc8885d55397de6a97e04fd2b9e6c060382127e8c4cbd7b41d38c3d9936e5c3,ground services training delivery,SFw TSC,0,NA,NA,3/8/2022 14:43
4dd8086be71565993e0cb1acf4bc676189d3a83d867bfdadfd60eaf077b0e78d,mass communications management,SFw TSC,0,NA,NA,3/8/2022 14:43
4de0e3aa45019ce5b3798e503073270af98e2cc1c89fda3afcc66796f3731a93,business agility,SFw TSC,0,NA,NA,3/8/2022 14:43
4de97a1eaa4603ade09d085dd39835a4852b7bcadb62523a968b2ddcde555d3f,Automated Test Equipment (ATE),Apps and Tools,0,NA,NA,3/8/2022 14:43
4df8fa6b65c524cd672eb36533e49a86db466bf9788b54ae576e3f222b944be7,learning programme delivery,SFw TSC,0,NA,NA,3/8/2022 14:43
4dfc3a7830fbe3abf84e027ea51fe28eb909c02f0f3f29c120b7ae9ff8423b5c,warehouse management system administration,SFw TSC,0,NA,NA,3/8/2022 14:43
4e08a942b2538431d64dac6c7e23e4b5a5e2aa4966ee51d047b8c626dfb098d6,business analysis management,SFw TSC,0,NA,NA,3/8/2022 14:43
4e435ad3c5c3ccd7a0707c809e8b197f768f3ce9d2937498772b9fa7db606149,digital marketing,SFw TSC,1,digital marketing management,8e5d93b4d366c2524987586686c43c76b7d6394b00eef49803a79c25dad46721,3/8/2022 14:43
4e557d7a05d63c559a3408919485539f9c0b35f1a932a5a461e0ad12c1ee1f95,business process management,SFw TSC,0,NA,NA,3/8/2022 14:43
4e5b60443945bac21b925d5156c149685ef41e1673d8bcb73aa243d870f83d0a,programming and coding,SFw TSC,0,NA,NA,3/8/2022 14:43
4e5be6bf71ce71c8cbd31e589693a1a500a1febebe5b3df07bde105971c653cd,media content cataloguing,SFw TSC,0,NA,NA,3/8/2022 14:43
4e8011c5f8e0417d54579b78e0fa91b0b3ed3b7813f59b0ba82ed978cdeb8179,Apache Groovy,Apps and Tools,0,NA,NA,3/8/2022 14:43
4e8a637e29e1698fe1e7ea756dbe6dc6fb0a4a55c210d1470775fea8a428cbcb,BIM Software,Apps and Tools,0,NA,NA,3/8/2022 14:43
4eb95694f37513a65fd0ff4bb40c5d8051d57c72c4afa5c4ab708eb15949b19f,Maxsurf,Apps and Tools,0,NA,NA,3/8/2022 14:43
4ec7c53222c8a758c722e2111541035ce700d5ae7bd0898c5f1b1a743e6450fd,SQL,Apps and Tools,0,NA,NA,3/8/2022 14:43
4edcd9cd19895e78a3570c7444d541bf4dd9e66f1b229363e1bbefec91b926c7,operate explosive powered tools,SFw TSC,0,NA,NA,3/8/2022 14:43
4eeee2bc62b55f1f6e958ade0d34ef9344fdeb032e75b127b4faf92c47b1dcc8,market entry strategy formulation,SFw TSC,0,NA,NA,3/8/2022 14:43
4ef2521aeda072a702532d0a4e948cccad9ede2a9830745f8c34b675c70c1a88,Bash Script,Apps and Tools,0,NA,NA,3/8/2022 14:43
4f12adff89e47d54a4fcc95ae3fd3b07e70ec4cb2c6828308a77305ff5e69cc7,marketing communication plan development,SFw TSC,0,NA,NA,3/8/2022 14:43
4f36556028fb69bde08926cbec6ca700894aa4da81fe8b2969b8e3d43fafab32,procurement for production operations,SFw TSC,0,NA,NA,3/8/2022 14:43
4f3ea34e0a3a6196a18ec24b51c02b41d5f15bd04b4a94aa29e4f6badba0f5b0,Clojure,Apps and Tools,0,NA,NA,3/8/2022 14:43
4f403cc45dcb9ef83ec49a7b1febcabbca3eb5f763deee0a752449760da3df42,Customer Orientation,SFw CCS,0,NA,NA,3/8/2022 14:43
4f4eed89b7d3e9a264d8cff0a3d8ccf5e65feafe2f2958091892fb2821895520,drive productivity and innovation,SFw TSC,0,NA,NA,3/8/2022 14:43
4f5acd9ffe28797e34aa5e4fc625a1a9f7d5c78d3f76cf2901750da02577391e,human resource advisory,SFw TSC,0,NA,NA,3/8/2022 14:43
4f72f23a428e327b164e35b6aa44e1cb3c85deaacac7e610f374fed7f0b4e549,hazard and risk control and policy management,SFw TSC,1,"hazards and risk control, and policy management",d553d7abd27a2446f2a26a941edff3404ad64f9abb851ef9233d859919df29ee,5/12/2022 1:10
4fa3b89e6b701a10ae795750cfa3f70df7b83934370a57ffb9ffa2d47f3a341c,learning experience delivery,SFw TSC,0,NA,NA,3/8/2022 14:43
4faebf1bcfa6a067d9ddd6687e6dfffdbb4bf1e26c0fdb570230ccc50b3df9b6,equipment qualification,SFw TSC,0,NA,NA,3/8/2022 14:43
4fb8ad9c77aec42f71979ea957015a58d4c59c9500a7c00f93aa23e5883cd44a,DHI MIKE,Apps and Tools,0,NA,NA,3/8/2022 14:43
4fcf3c13bd1f5d6c6a5e1020003c15fffe8b741e237eaa999d28599c7c4f5f9f,sponsorship management,SFw TSC,0,NA,NA,3/8/2022 14:43
5009a5db673608e41626f63eda8d2eb178da17f59b9a6f485c55abda9214173a,Final Cut Pro (Software),Apps and Tools,0,NA,NA,3/8/2022 14:43
5018f86a9dbdc1e928d441b9ac696aa5099abeb9e5f99cb40e20edef87e9eeb2,Self Management,SFw CCS,0,NA,NA,3/8/2022 14:43
5026b26a6c114ba043549f5a98745f7a64bd84b3fb0f26320b17d425acaf11bd,cleaning and sterilising,SFw TSC,0,NA,NA,3/8/2022 14:43
5029bd91275c185322923cf4624f388bcd4afbf8c5ade5524371c7831781699f,drug distribution and inventory management,SFw TSC,0,NA,NA,3/8/2022 14:43
5042735878af82f3e935a6c3987b6b1088b48fc3b296e88a84593d0e75c3674a,ICONICS Automation,Apps and Tools,0,NA,NA,3/8/2022 14:43
5050dc50830ef361baaa682f00bd7c2e73204b91fffd24c614604a4bf60a7c4d,valuation approaches and methodologies,SFw TSC,0,NA,NA,3/8/2022 14:43
505198d7b86f888ccc2a49aeedecd3809bc97405cdc44cd7a9a2261f19e821a0,food and beverage quality audit and compliance,SFw TSC,0,NA,NA,3/8/2022 14:43
505ae21bac92c96a83aec5c72d3569a424d0b7b1d32b53b54d5c8446a479f100,effective board member,SFw TSC,1,board membership,782b729cf27bd8d319aa21c2baaa9f8b45520adb7453b36d5317754553cbeb26,3/8/2022 14:43
5065b6ae4eef8efb5f3f00e2c435f1b4cdfd9bc3ec9a5a5a38696e28c278ec08,asbestos removal,SFw TSC,0,NA,NA,3/8/2022 14:43
506d922a5d4592c17091b0fec5d7569b6b87ed1c4fb5e0d70084bb5cad60908a,airside operations management,SFw TSC,0,NA,NA,3/8/2022 14:43
5077841ff0064e122b403b261d0eacb077145b56beab5baab7035a098ceccf75,Skype,Apps and Tools,0,NA,NA,3/8/2022 14:43
509dea13396bc3c4928cd985e29c2e08e2add563abfb425cededa6ef1541259f,bus fare management,SFw TSC,0,NA,NA,3/8/2022 14:43
50b71cf11e37b3d824d53580d5866723779b314bb5e01534dca30bd7eca68eb8,Creative Thinking,SFw CCS,0,NA,NA,3/8/2022 14:43
50f08e64c5a6192c58961a72ca0b5fcb06f1a09d49e3d012619c2050b84c9b00,AUTOCAD,Apps and Tools,0,NA,NA,3/8/2022 14:43
50f3ae5220b71612fa1b42a782843dff25f17565bdc216c4dcaca11b1aadf6a9,Swagger (Software),Apps and Tools,0,NA,NA,3/8/2022 14:43
5103ab0c8da53429f202078fac0fa1c9df037fd4d0a718839accc4bc6b6e1920,Keyshot,Apps and Tools,0,NA,NA,3/8/2022 14:43
51068a1825b62a6d40bee96ce682d4fa3544e36f3fc686687f718e70ff9a0203,network simulation and analysis,SFw TSC,0,NA,NA,3/8/2022 14:43
5123e23c8ffaf10336fb485e6fbe459b6302d4f97ded9e3dca5053b02e9fe959,JBOSS Fuse,Apps and Tools,0,NA,NA,3/8/2022 14:43
5131f152516664a1143b3a8f993e9be9c63c2bc901eca5d5a21cc08db539380d,game physics development,SFw TSC,0,NA,NA,3/8/2022 14:43
51446de343eb0aacf099fb16579afb7d067176f254c58d25a0aed88d59ceca46,coating,SFw TSC,0,NA,NA,3/8/2022 14:43
5151f452e1de560674e586a57e377eb98fe921ab7d940f42064ffe50e47ce43c,MVC Framework,Apps and Tools,0,NA,NA,3/8/2022 14:43
51537833e226dc20cd36e6dba1c84a59b96004d2f3c2a5d94ee6c80e801cd70f,engine rigging and de-rigging,SFw TSC,0,NA,NA,3/8/2022 14:43
5168c9577878ef31591e6d0ab9b5ef1ce607c74c57e10b9fd46be00ae75a5b3a,ECMAScript,Apps and Tools,0,NA,NA,3/8/2022 14:43
516f194ef44b6f1c61cb7454bf482e5b0a8cb0fcaf53320db8b9fcb90ec85b8c,sales strategy development,SFw TSC,1,sales strategy,84e6222f7d3df21720b30044be5cc2956c0c6e8094c3c7d95eedb44ece8722fe,3/8/2022 14:43
5195ca2aee5d41ff386165bc1ef268dfe4baadb674a8f0b010103703bbdd2fab,energy modelling,SFw TSC,0,NA,NA,19/8/2022 2:31
51a100c7df073c04317237013641031acf97c9458bfb72cfd1468e799d37596d,inventory procurement for pharmacy support,SFw TSC,0,NA,NA,3/8/2022 14:43
51a85d4b05605dd68a097ceae70883408275d439189ebc260085e183a7c95ffc,organisation and board relationship,SFw TSC,1,board membership,782b729cf27bd8d319aa21c2baaa9f8b45520adb7453b36d5317754553cbeb26,3/8/2022 14:43
51ce986cd89329c0f9d73bff13cc5b60ee23a4746005ef53d21d518418da25a5,aircraft instrument systems maintenance,SFw TSC,0,NA,NA,3/8/2022 14:43
51d058b091ec392b69cf8a650a5c56c91747cbefc9f6c300a585335ef2bb013a,smart grid implementation and integration,SFw TSC,0,NA,NA,19/8/2022 2:31
51f5772b82560b51e5e1c03cc6e0e32fabda60428071ecd7710202b0b7281c78,AutoPLANT,Apps and Tools,0,NA,NA,3/8/2022 14:43
51f72f6b50c685a2a1785071df72fb4c5f59ef318c0060cd9da9aec6e762c810,green facilities management,SFw TSC,0,NA,NA,3/8/2022 14:43
51f7f2846ed141defda0b9cc0645cb131bac6e7e8bf2da3dc69b0481ca86687a,data storytelling and visualisation,SFw TSC,0,NA,NA,3/8/2022 14:43
52264ab7d060c1fde412e4829520811960292e2040baf2d483802dc1f3db2133,Apache Cassandra,Apps and Tools,0,NA,NA,3/8/2022 14:43
5230ef7e2b865879ece31f6e320987f798f3d4e1e01feee46cb8f173a173b9cd,Pivotal Cloud Foundry (PCF) Platform,Apps and Tools,0,NA,NA,3/8/2022 14:43
525a58c1253f09a504d2f5eb9a7962fb79ae399813ac515da24987f7add6aa25,aircraft navigation and automated flight systems maintenance,SFw TSC,0,NA,NA,3/8/2022 14:43
526957cce360a594afb65387d7db99cb486b744392a8db634fa1acb43468ac8a,AWS Data Pipeline,Apps and Tools,0,NA,NA,3/8/2022 14:43
52733adcf264e837cc1c4bde79927a3d53d9700962a3fc1091d5431853bd845c,manufacturing process management,SFw TSC,0,NA,NA,3/8/2022 14:43
52a6672670c22acdec67a7af3c452f4f1d31048cb9832c185a6820e0e1d90e32,Apache Ranger,Apps and Tools,0,NA,NA,3/8/2022 14:43
53021d565bba7367f2e4680fb9bc9a63910207d9661119987339c45f14ab0a24,"piston aeroplane aerodynamics, structures and systems principles application",SFw TSC,0,NA,NA,3/8/2022 14:43
53136e27f95e6aa29572fa49f5fcf2bdd830c81a814eb9c4294da58a12c6160f,market research,SFw TSC,0,NA,NA,3/8/2022 14:43
534aa40b071ad0a1a04b2f56acb90fa4756246db06a4ec4f1173e54ff9782736,Winteam,Apps and Tools,0,NA,NA,3/8/2022 14:43
535d6bd165da408defcbce4450d834b391bac680ddb44febfc3b0f135aa85284,Xamarin,Apps and Tools,0,NA,NA,3/8/2022 14:43
5388372412284be8c7ef4d40e064b46c56fdd7e34ad19021adeae71fb5ab9a99,automated process design,SFw TSC,0,NA,NA,3/8/2022 14:43
5395b09130598e2e1ba0a978eea912c53be9dcbc2406ed9bfa93017951e7f302,individualised intervention planning and implementation,SFw TSC,0,NA,NA,3/8/2022 14:43
53c46cbbdd7910a227052c074a8880ffe658d18c2c91009f28dad9fb27617caf,attractions guest relations management,SFw TSC,0,NA,NA,3/8/2022 14:43
540b17aa3c73b328dfd9b2ee9cb39eb3bdf5f3388f2a6e1c461c72f9c13b5ad1,digital and physical prototyping,SFw TSC,0,NA,NA,3/8/2022 14:43
5418c9fd6f3bc4039f1f05021aea8336f3ed7728c9a692bdef491c19e5598376,laser and optics application,SFw TSC,0,NA,NA,3/8/2022 14:43
54a22f92b5c90e53dd9ac449e09ee29956b879808752b5b06d86d3d8a0cbee0f,High Frequency Structural Simulator,Apps and Tools,0,NA,NA,3/8/2022 14:43
54a284f406264eb27e6ca1b957c67394dbea16791c41c9d5369696d279f67765,Arcore,Apps and Tools,0,NA,NA,3/8/2022 14:43
54a4163da3741414f0e8074fe33e76ac1c3aaee3a5e59fdcf5b43c36d04c0903,warehouse layout design,SFw TSC,0,NA,NA,3/8/2022 14:43
54b19d5a084616407001d7b56f0d292743e61cc657fbc21baa4fdb28ec3f6e3c,Vuforia Engine,Apps and Tools,0,NA,NA,3/8/2022 14:43
54b2579b9a35dfd41ebdcfd9069e8cb8f2b1c65d62f8cd8136850642543daee3,Experian,Apps and Tools,0,NA,NA,3/8/2022 14:43
54c2c9bcea9caaed0842d4bc10804f85bec414746da3df52ff5bc8c4b7242718,Cypress io,Apps and Tools,0,NA,NA,3/8/2022 14:43
54c3f5176993e566f89925a92109d10584842d7e363a092f6496a48473ac8d9b,power generation system design,SFw TSC,0,NA,NA,3/8/2022 14:43
54dffe7af5cc2f1e610dfe90951dbb55dc00897e8a90e52afcb2cae440290dd3,ground handling services and operations management,SFw TSC,0,NA,NA,3/8/2022 14:43
54f5a9b39a5993c12f0803dd8686654c126f7dd907dda781d2b97d7f662cb4db,waste material loading and unloading administration,SFw TSC,0,NA,NA,3/8/2022 14:43
55149894940d982219819daa97083082aaaef0c3f824f59ef639916cd02d8e26,electrical wiring interconnection systems maintenance,SFw TSC,0,NA,NA,3/8/2022 14:43
5536a646767eeca54b54cd509050e53eb38ec384153ea1322d26de609eec6ca6,Plotly,Apps and Tools,0,NA,NA,3/8/2022 14:43
554b6469811a0b85f1690c1353fd14e897f931d708af2d957f4b7da80bd28db6,Zeromq,Apps and Tools,0,NA,NA,3/8/2022 14:43
5565c37672ee0a328cd409728f792a0cd1df0277931c0669e66a9f4c3426721f,products and services promotions,SFw TSC,0,NA,NA,3/8/2022 14:43
557439c4b2ba23c8f453a9439a0acc0b012ea3d23dbb6bf20c332a14d701f149,market research and analysis,SFw TSC,0,NA,NA,3/8/2022 14:43
558791daef0f9aab94ea14612cf1645f8f5ccdfcffadd1bb44a95ce5c9e83007,security operation compliance,SFw TSC,0,NA,NA,3/8/2022 14:43
55ada7e3af24b76638115191baf453d80c9ea765ed0a99b637d4dbd252c8109b,product marketing and branding,SFw TSC,0,NA,NA,3/8/2022 14:43
55e5435e102db1d9e3945fae362abaffbfc559bd0964fc4845a60cc6a97d4d75,Batch File,Apps and Tools,0,NA,NA,3/8/2022 14:43
